"","X.3","X.2","X.1","X","id","sexo","fechnac","educ","catlab","salario","salini","tiempemp","expprev","minoria","genero","ci","edad","grupedad","estudios","salargr"
"417",417,417,417,417,417,"Hombre","1967-07-22",15,"Administrativo",37800,15000,67,36,"No","Masculino",78.2168546043281,22.5845311430527,"Hasta 25 años","Medios","Entre 25.001 y 50.000 $"
"418",418,418,418,418,418,"Hombre","1965-06-05",15,"Administrativo",31200,15750,67,46,"No","Masculino",124.540250057796,24.7118412046543,"Hasta 25 años","Medios","Entre 25.001 y 50.000 $"
"419",419,419,419,419,419,"Hombre","1964-10-20",15,"Administrativo",29400,16500,67,68,"No","Masculino",88.2178707056836,25.3360711841205,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"420",420,420,420,420,420,"Hombre","1957-07-16",19,"Directivo",70000,35040,67,75,"No","Masculino",108.766897723257,32.5995893223819,"Entre 30 y 35 años","Superiores","Entre 50.001 y 75.000 $"
"421",421,421,421,421,421,"Hombre","1961-11-01",15,"Administrativo",33900,15750,67,96,"No","Masculino",75.0408825065981,28.3039014373717,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"422",422,422,422,422,422,"Hombre","1963-07-20",15,"Administrativo",27150,16500,67,78,"No","Masculino",101.511079607725,26.590006844627,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"423",423,423,423,423,423,"Mujer","1936-04-26",12,"Administrativo",22200,13800,67,196,"No","Femenino",71.4746831322328,53.8206707734428,"Más de 40 años","Secundarios","Hasta 25.000 $"
"424",424,424,424,424,424,"Mujer","1966-07-06",15,"Administrativo",31350,11100,67,47,"No","Femenino",104.773114625752,23.62765229295,"Hasta 25 años","Medios","Entre 25.001 y 50.000 $"
"425",425,425,425,425,425,"Mujer","1942-01-26",12,"Administrativo",20850,13500,67,181,"No","Femenino",109.292310191775,48.0684462696783,"Más de 40 años","Secundarios","Hasta 25.000 $"
"426",426,426,426,426,426,"Hombre","1952-10-27",16,"Administrativo",33300,17490,67,120,"Sí","Masculino",106.127347042177,37.3169062286105,"Entre 35 y 40 años","Medios","Entre 25.001 y 50.000 $"
"427",427,427,427,427,427,"Hombre","1942-04-21",8,"Administrativo",26250,16050,67,97,"Sí","Masculino",87.105368438437,47.8357289527721,"Más de 40 años","Primarios","Entre 25.001 y 50.000 $"
"428",428,428,428,428,428,"Hombre","1964-02-28",15,"Administrativo",31950,15750,67,58,"Sí","Masculino",109.903153534432,25.9794661190965,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"429",429,429,429,429,429,"Hombre","1946-08-13",8,"Seguridad",30000,15750,67,305,"Sí","Masculino",91.2837699231627,43.523613963039,"Más de 40 años","Primarios","Entre 25.001 y 50.000 $"
"430",430,430,430,430,430,"Hombre","1956-04-29",19,"Directivo",66250,34980,67,99,"Sí","Masculino",108.418463220449,33.8124572210815,"Entre 30 y 35 años","Superiores","Entre 50.001 y 75.000 $"
"431",431,431,431,431,431,"Hombre","1959-01-15",18,"Directivo",86250,45000,66,50,"No","Masculino",101.328542705504,31.0992470910335,"Entre 30 y 35 años","Superiores","Más de 75.000 $"
"432",432,432,432,432,432,"Hombre","1964-03-12",12,"Administrativo",30750,15000,66,56,"No","Masculino",96.9771491806111,25.9438740588638,"Entre 25 y 30 años","Secundarios","Entre 25.001 y 50.000 $"
"433",433,433,433,433,433,"Hombre","1966-11-15",12,"Administrativo",33540,15750,66,47,"No","Masculino",96.6427539275931,23.2662559890486,"Hasta 25 años","Secundarios","Entre 25.001 y 50.000 $"
"434",434,434,434,434,434,"Hombre",NA,16,"Administrativo",34950,20250,66,55,"No","Masculino",116.620813082315,NA,NA,"Medios","Entre 25.001 y 50.000 $"
"435",435,435,435,435,435,"Hombre","1964-05-24",15,"Administrativo",40350,16500,66,80,"No","Masculino",90.7182137211902,25.7440109514031,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"436",436,436,436,436,436,"Hombre","1965-05-27",12,"Administrativo",30270,15750,66,80,"No","Masculino",88.791775848661,24.7364818617385,"Hasta 25 años","Secundarios","Entre 25.001 y 50.000 $"
"437",437,437,437,437,437,"Hombre","1933-09-04",8,"Administrativo",26250,16050,66,264,"No","Masculino",104.933083504011,56.4626967830253,"Más de 40 años","Primarios","Entre 25.001 y 50.000 $"
"438",438,438,438,438,438,"Hombre","1964-10-11",15,"Administrativo",32400,15000,66,64,"No","Masculino",108.323454179295,25.3607118412047,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"439",439,439,439,439,439,"Mujer","1970-06-25",12,"Administrativo",20400,11250,66,0,"No","Femenino",82.2584678732406,19.6577686516085,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"440",440,440,440,440,440,"Mujer","1947-11-10",8,"Administrativo",24150,12750,66,96,"No","Femenino",78.1009326216736,42.280629705681,"Más de 40 años","Primarios","Hasta 25.000 $"
"441",441,441,441,441,441,"Mujer","1949-08-02",15,"Administrativo",23850,13500,66,122,"No","Femenino",95.0904823711138,40.5530458590007,"Más de 40 años","Medios","Hasta 25.000 $"
"442",442,442,442,442,442,"Mujer","1968-09-18",12,"Administrativo",29700,13500,66,26,"No","Femenino",92.5837269780273,21.4236824093087,"Hasta 25 años","Secundarios","Entre 25.001 y 50.000 $"
"443",443,443,443,443,443,"Mujer","1929-02-10",8,"Administrativo",21600,13500,66,228,"No","Femenino",68.3705050971994,61.0266940451745,"Más de 40 años","Primarios","Hasta 25.000 $"
"444",444,444,444,444,444,"Mujer","1961-09-16",12,"Administrativo",24450,15750,66,87,"No","Femenino",110.668436625834,28.4298425735797,"Entre 25 y 30 años","Secundarios","Hasta 25.000 $"
"445",445,445,445,445,445,"Hombre","1963-08-04",15,"Administrativo",28050,16500,66,84,"Sí","Masculino",116.581715882653,26.54893908282,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"446",446,446,446,446,446,"Hombre","1958-08-03",16,"Directivo",1e+05,44100,66,128,"Sí","Masculino",95.5879826786789,31.5509924709103,"Entre 30 y 35 años","Medios","Más de 75.000 $"
"447",447,447,447,447,447,"Hombre","1961-07-02",15,"Administrativo",49000,20550,66,86,"Sí","Masculino",109.340453635721,28.6379192334018,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"448",448,448,448,448,448,"Mujer","1933-06-05",12,"Administrativo",16350,10200,66,163,"Sí","Femenino",98.537531114909,56.7118412046543,"Más de 40 años","Secundarios","Hasta 25.000 $"
"449",449,449,449,449,449,"Hombre","1966-01-02",16,"Directivo",70000,21750,65,19,"No","Masculino",113.323887637658,24.1341546885695,"Hasta 25 años","Medios","Entre 50.001 y 75.000 $"
"450",450,450,450,450,450,"Hombre","1954-07-21",19,"Directivo",55000,34980,65,129,"No","Masculino",107.955962976695,35.5865845311431,"Entre 35 y 40 años","Superiores","Entre 50.001 y 75.000 $"
"451",451,451,451,451,451,"Hombre","1969-07-19",15,"Administrativo",28500,14250,65,20,"No","Masculino",102.015583135921,20.5913757700205,"Hasta 25 años","Medios","Entre 25.001 y 50.000 $"
"452",452,452,452,452,452,"Hombre","1953-08-13",12,"Administrativo",28800,18000,65,210,"No","Masculino",89.3636429696726,36.5229295003422,"Entre 35 y 40 años","Secundarios","Entre 25.001 y 50.000 $"
"453",453,453,453,453,453,"Hombre","1930-08-07",15,"Administrativo",24450,15750,65,338,"No","Masculino",99.2302217353879,59.5400410677618,"Más de 40 años","Medios","Hasta 25.000 $"
"454",454,454,454,454,454,"Hombre","1965-07-28",19,"Directivo",90625,31250,65,18,"No","Masculino",113.429658120243,24.5667351129363,"Hasta 25 años","Superiores","Más de 75.000 $"
"455",455,455,455,455,455,"Hombre","1964-01-17",16,"Directivo",43650,19500,65,19,"No","Masculino",78.7837427226566,26.0944558521561,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"456",456,456,456,456,456,"Hombre","1959-10-17",19,"Directivo",75000,42510,65,54,"No","Masculino",111.42700856351,30.3463381245722,"Entre 30 y 35 años","Superiores","Entre 50.001 y 75.000 $"
"457",457,457,457,457,457,"Hombre","1968-05-27",15,"Administrativo",31650,14250,65,10,"No","Masculino",89.0345450427249,21.7357973990418,"Hasta 25 años","Medios","Entre 25.001 y 50.000 $"
"458",458,458,458,458,458,"Hombre","1965-07-06",19,"Directivo",61875,28740,65,26,"No","Masculino",110.53502899612,24.6269678302532,"Hasta 25 años","Superiores","Entre 50.001 y 75.000 $"
"459",459,459,459,459,459,"Mujer","1971-02-10",12,"Administrativo",21750,11250,65,0,"No","Femenino",89.4070565087735,19.0280629705681,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"460",460,460,460,460,460,"Mujer","1969-08-12",12,"Administrativo",22500,12750,65,24,"No","Femenino",96.6019835409833,20.5256673511294,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"461",461,461,461,461,461,"Mujer","1943-11-08",8,"Administrativo",21600,13500,65,173,"No","Femenino",101.657757808526,46.2861054072553,"Más de 40 años","Primarios","Hasta 25.000 $"
"462",462,462,462,462,462,"Mujer","1963-10-18",16,"Directivo",34410,19500,65,79,"No","Femenino",95.8275412287706,26.3436002737851,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"463",463,463,463,463,463,"Mujer","1934-10-15",15,"Administrativo",20700,14250,65,241,"No","Femenino",80.9141042913183,55.3511293634497,"Más de 40 años","Medios","Hasta 25.000 $"
"464",464,464,464,464,464,"Hombre","1962-03-20",19,"Directivo",47550,33000,64,27,"No","Masculino",105.139816057296,27.9233401779603,"Entre 25 y 30 años","Superiores","Entre 25.001 y 50.000 $"
"465",465,465,465,465,465,"Hombre","1962-07-20",12,"Administrativo",33900,16500,64,106,"No","Masculino",127.113603366095,27.5893223819302,"Entre 25 y 30 años","Secundarios","Entre 25.001 y 50.000 $"
"466",466,466,466,466,466,"Mujer","1948-06-15",12,"Administrativo",23400,13500,64,198,"No","Femenino",85.709504640692,41.6837782340862,"Más de 40 años","Secundarios","Hasta 25.000 $"
"467",467,467,467,467,467,"Mujer","1967-08-18",16,"Administrativo",32850,19500,64,20,"No","Femenino",104.923756895335,22.5106091718001,"Hasta 25 años","Medios","Entre 25.001 y 50.000 $"
"468",468,468,468,468,468,"Mujer","1965-11-28",16,"Directivo",55750,19980,64,36,"No","Femenino",94.1221797768189,24.2299794661191,"Hasta 25 años","Medios","Entre 50.001 y 75.000 $"
"469",469,469,469,469,469,"Mujer","1964-06-01",15,"Administrativo",25200,13950,64,57,"No","Femenino",129.980298059165,25.7221081451061,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"470",470,470,470,470,470,"Hombre","1964-01-22",12,"Administrativo",26250,15750,64,69,"Sí","Masculino",76.047242850733,26.0807665982204,"Entre 25 y 30 años","Secundarios","Entre 25.001 y 50.000 $"
"471",471,471,471,471,471,"Hombre","1966-08-03",15,"Administrativo",26400,15750,64,32,"Sí","Masculino",91.4110148286212,23.5509924709103,"Hasta 25 años","Medios","Entre 25.001 y 50.000 $"
"472",472,472,472,472,472,"Hombre","1966-02-21",15,"Administrativo",39150,15750,63,46,"No","Masculino",79.3159950742768,23.9972621492129,"Hasta 25 años","Medios","Entre 25.001 y 50.000 $"
"473",473,473,473,473,473,"Mujer","1937-11-25",12,"Administrativo",21450,12750,63,139,"No","Femenino",90.7528509819808,52.2381930184805,"Más de 40 años","Secundarios","Hasta 25.000 $"
"474",474,474,474,474,474,"Mujer","1968-11-05",12,"Administrativo",29400,14250,63,9,"No","Femenino",111.246785597537,21.2922655715264,"Hasta 25 años","Secundarios","Entre 25.001 y 50.000 $"
